Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Lead_Time,Total Nights,Checkin_Month,Checkin_Day_of_Week,Is_Weekend,Total_Guests
41982874,M,62,caucasian,Grad,25K --50K,East,Airport Hotels,2017-03-20,2017-03-21,2017-01-04,1,1,1,BB,No,No,No Deposit,Agent,No,Check-Out,Yes,5,246,75,1,3,0,0,3
17361720,F,45,African American,High-School,25K --50K,East,Airport Hotels,2017-04-17,2017-04-18,2016-10-25,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,30,158,174,1,4,0,0,4
44035257,M,59,African American,Grad,50K -- 100K,West,Airport Hotels,2017-02-08,2017-02-11,2016-10-04,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,193,127,3,2,2,0,3
40552909,F,51,African American,Grad,25K --50K,East,City Hotel,2017-04-02,2017-04-03,2016-09-25,2,1,1,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,No,0,160,189,1,4,6,1,4
3367381,F,47,caucasian,High-School,25K --50K,South,Airport Hotels,2017-06-27,2017-06-30,2016-12-07,2,1,0,BB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,10,199,202,3,6,1,0,3
98529871,F,60,Asian American,High-School,>100K,East,Resort,2017-05-12,2017-05-13,2017-03-05,2,1,1,BB,Yes,Yes,Non-Refundable,Online,Yes,Check-Out,No,0,127,68,1,5,4,0,4
64865186,M,57,Asian American,Mid-School,50K -- 100K,South,Resort,2017-05-12,2017-05-13,2017-03-16,1,1,1,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,40,150,57,1,5,4,0,3
49630923,F,42,caucasian,Grad,50K -- 100K,South,City Hotel,2017-06-08,2017-06-09,2016-11-02,3,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,107,218,1,6,3,0,5
80675691,M,61,Asian American,College,<25K,North,Resort,2017-01-11,2017-01-14,2016-09-29,2,2,0,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,15,217,104,3,1,2,0,4
35844112,F,54,Asian American,High-School,25K --50K,West,City Hotel,2017-05-12,2017-05-14,2017-01-11,2,1,1,BB,No,No,Non-Refundable,Agent,No,Check-Out,No,0,241,121,2,5,4,0,4
80508506,M,45,caucasian,Grad,<25K,North,Resort,2016-11-25,2016-11-26,2016-06-11,1,2,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,20,238,167,1,11,4,0,3
24717139,F,64,caucasian,High-School,50K -- 100K,South,City Hotel,2016-11-25,2016-11-27,2016-09-01,1,1,0,BB,No,No,Refundable,Direct,Yes,Check-Out,No,0,176,85,2,11,4,0,2
81208143,M,66,Asian American,High-School,50K -- 100K,West,Airport Hotels,2017-06-19,2017-06-23,2016-12-22,3,1,1,BB,No,No,Refundable,Online,No,Check-Out,Yes,25,200,179,4,6,0,0,5
49294228,M,55,African American,Grad,50K -- 100K,South,City Hotel,2016-10-09,2016-10-10,2016-08-18,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,104,52,1,10,6,1,3
75583142,M,22,Asian American,College,50K -- 100K,South,Resort,2017-05-12,2017-05-13,2016-12-14,1,2,0,BB,No,No,Refundable,Direct,No,Check-Out,Yes,40,176,149,1,5,4,0,3
54139343,F,61,Latino,College,50K -- 100K,West,Airport Hotels,2017-07-08,2017-07-12,2017-05-31,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,238,38,4,7,5,1,4
89217867,M,30,Latino,College,50K -- 100K,South,City Hotel,2017-07-05,2017-07-06,2017-05-23,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,15,230,43,1,7,2,0,2
13341155,F,48,Latino,Mid-School,50K -- 100K,South,Airport Hotels,2017-02-23,2017-02-27,2016-12-05,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,166,80,4,2,3,0,3
55389140,M,63,Latino,Mid-School,<25K,South,City Hotel,2017-05-10,2017-05-11,2017-05-05,1,1,1,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,40,194,5,1,5,2,0,3
62178169,M,37,Asian American,College,<25K,West,Airport Hotels,2017-02-22,2017-02-23,2016-10-31,3,1,0,HB,No,No,Refundable,Agent,Yes,Check-Out,Yes,20,131,114,1,2,2,0,4
53213943,M,27,Latino,College,25K --50K,South,Resort,2017-02-27,2017-03-01,2016-09-18,2,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,246,162,2,2,0,0,5
20564373,F,66,African American,Grad,50K -- 100K,East,Airport Hotels,2016-12-12,2016-12-13,2016-07-18,1,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,237,147,1,12,0,0,2
63637388,F,30,Latino,Grad,50K -- 100K,West,Resort,2016-12-19,2016-12-22,2016-08-11,4,1,2,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,25,127,130,3,12,0,0,7
35555596,M,32,Asian American,High-School,50K -- 100K,South,City Hotel,2017-05-16,2017-05-20,2017-02-18,2,1,0,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,30,220,87,4,5,1,0,3
61183301,M,52,caucasian,High-School,25K --50K,West,Resort,2017-03-23,2017-03-25,2016-09-21,2,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,10,211,183,2,3,3,0,5
1624838,F,66,Asian American,College,25K --50K,South,City Hotel,2017-01-31,2017-02-03,2017-01-31,1,2,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,179,0,3,1,1,0,3
83554512,M,26,Asian American,College,50K -- 100K,South,Resort,2017-01-31,2017-02-02,2016-11-04,1,1,0,FB,No,No,No Deposit,Online,Yes,Check-Out,No,0,134,88,2,1,1,0,2
95997909,F,62,African American,College,<25K,North,City Hotel,2017-04-17,2017-04-18,2017-03-21,1,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,25,245,27,1,4,0,0,2
41816248,M,22,caucasian,College,25K --50K,South,City Hotel,2017-06-04,2017-06-05,2017-01-03,4,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,30,112,152,1,6,6,1,5
30298929,M,68,Asian American,High-School,25K --50K,South,Resort,2016-11-19,2016-11-20,2016-04-20,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,132,213,1,11,5,1,4
25130688,F,55,Asian American,High-School,50K -- 100K,East,City Hotel,2017-05-12,2017-05-13,2016-11-14,1,1,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,5,124,179,1,5,4,0,3
3283976,M,47,Latino,College,<25K,South,Resort,2016-10-30,2016-11-01,2016-10-07,1,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,172,23,2,10,6,1,4
55751477,F,70,African American,Grad,25K --50K,North,City Hotel,2017-07-03,2017-07-04,2017-01-02,2,2,1,HB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,20,232,182,1,7,0,0,5
30693023,M,27,Asian American,Grad,50K -- 100K,South,City Hotel,2017-03-08,2017-03-11,2016-10-16,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,140,143,3,3,2,0,3
1406079,F,53,Asian American,College,50K -- 100K,North,City Hotel,2017-06-27,2017-06-30,2017-02-28,1,1,1,BB,No,No,No Deposit,Direct,No,Check-Out,No,0,175,119,3,6,1,0,3
17617559,M,21,Asian American,College,50K -- 100K,East,Airport Hotels,2017-01-04,2017-01-05,2016-08-11,2,2,0,BB,No,No,Non-Refundable,Agent,No,Check-Out,Yes,10,199,146,1,1,2,0,4
80185684,F,67,Latino,High-School,50K -- 100K,South,City Hotel,2017-05-12,2017-05-16,2016-11-18,3,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,No,0,173,175,4,5,4,0,4
81739261,F,34,Latino,College,<25K,West,City Hotel,2016-08-29,2016-08-31,2016-03-10,1,2,0,BB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,No,0,243,172,2,8,0,0,3
40796136,F,67,caucasian,College,25K --50K,East,Resort,2017-01-11,2017-01-12,2016-08-14,1,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,103,150,1,1,2,0,3
35432954,F,26,African American,Mid-School,<25K,East,Resort,2017-07-07,2017-07-08,2017-01-22,4,1,2,BB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,5,156,166,1,7,4,0,7
24146349,M,20,Asian American,College,<25K,West,Airport Hotels,2017-07-07,2017-07-11,2017-01-07,2,2,1,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,238,181,4,7,4,0,5
55988187,F,19,African American,Grad,25K --50K,North,City Hotel,2017-04-21,2017-04-23,2016-10-25,3,1,0,HB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,10,115,178,2,4,4,0,4
11098448,M,47,Latino,College,>100K,West,Resort,2017-03-30,2017-04-02,2017-01-11,1,2,0,HB,No,No,Refundable,Agent,Yes,Check-Out,Yes,15,240,78,3,3,3,0,3
16153460,M,36,African American,College,50K -- 100K,West,Resort,2017-06-29,2017-07-01,2017-04-29,2,2,1,HB,Yes,No,Non-Refundable,Direct,Yes,Check-Out,Yes,20,168,61,2,6,3,0,5
17746055,F,44,Asian American,College,25K --50K,East,Airport Hotels,2017-07-01,2017-07-05,2017-02-20,1,1,0,BB,Yes,Yes,No Deposit,Online,No,Check-Out,No,0,178,131,4,7,5,1,2
12247235,F,23,Latino,College,25K --50K,South,Airport Hotels,2017-06-22,2017-06-23,2017-05-02,2,2,1,BB,Yes,No,Refundable,Online,No,Check-Out,Yes,15,212,51,1,6,3,0,5
16995517,M,51,African American,College,<25K,East,Resort,2017-03-16,2017-03-19,2016-09-07,1,2,1,BB,Yes,No,No Deposit,Agent,No,Check-Out,Yes,20,243,190,3,3,3,0,4
21635835,M,22,African American,College,>100K,North,City Hotel,2017-06-29,2017-06-30,2017-06-10,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,192,19,1,6,3,0,4
17692455,F,32,Latino,High-School,<25K,South,Resort,2017-06-30,2017-07-02,2017-05-29,3,2,0,HB,Yes,Yes,Refundable,Online,Yes,Check-Out,Yes,10,153,32,2,6,4,0,5
75432610,M,34,caucasian,Grad,25K --50K,East,Resort,2017-06-30,2017-07-01,2017-05-28,1,2,1,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,185,33,1,6,4,0,4
50515109,F,64,African American,High-School,25K --50K,North,Airport Hotels,2017-05-22,2017-05-24,2017-05-11,3,1,1,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,25,126,11,2,5,0,0,5
24884619,M,29,Latino,College,>100K,South,Airport Hotels,2017-01-30,2017-01-31,2016-10-30,3,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,15,174,92,1,1,0,0,4
44241222,M,34,Asian American,College,25K --50K,East,Resort,2017-03-14,2017-03-15,2017-01-29,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,117,44,1,3,1,0,3
20254630,M,25,African American,College,>100K,West,City Hotel,2017-03-20,2017-03-21,2016-09-24,4,1,0,HB,No,No,Non-Refundable,Agent,Yes,Check-Out,Yes,25,222,177,1,3,0,0,5
74391748,F,70,African American,Grad,<25K,North,Resort,2017-05-24,2017-05-25,2016-11-27,1,2,0,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,25,211,178,1,5,2,0,3
20874806,F,42,Latino,Mid-School,25K --50K,North,Resort,2017-03-01,2017-03-03,2016-11-17,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,30,177,104,2,3,2,0,3
92307515,F,53,African American,College,50K -- 100K,South,Airport Hotels,2017-07-06,2017-07-07,2017-05-26,2,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,10,216,41,1,7,3,0,4
8955311,F,66,African American,College,25K --50K,East,Airport Hotels,2017-07-11,2017-07-12,2017-05-31,2,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,5,213,41,1,7,1,0,3
18816555,M,30,African American,Grad,50K -- 100K,East,Airport Hotels,2017-07-08,2017-07-09,2017-04-21,1,1,0,BB,Yes,Yes,Refundable,Agent,Yes,Check-Out,Yes,20,105,78,1,7,5,1,2
51222042,M,19,caucasian,Mid-School,50K -- 100K,North,Airport Hotels,2017-06-20,2017-06-24,2017-06-04,2,3,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,5,113,16,4,6,1,0,5
16647776,F,43,African American,College,50K -- 100K,East,Airport Hotels,2017-04-29,2017-05-01,2016-12-24,2,2,2,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,197,126,2,4,5,1,6
15737641,F,20,Asian American,College,25K --50K,North,City Hotel,2017-06-20,2017-06-23,2016-12-07,1,3,0,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,30,162,195,3,6,1,0,4
96162109,F,33,Latino,College,25K --50K,South,Airport Hotels,2017-05-25,2017-05-28,2017-01-28,2,1,1,BB,Yes,Yes,Refundable,Online,Yes,Check-Out,No,0,234,117,3,5,3,0,4
56939937,F,21,African American,College,25K --50K,East,Airport Hotels,2017-05-25,2017-05-27,2016-11-11,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,5,132,195,2,5,3,0,3
43820927,F,57,African American,Grad,50K -- 100K,West,City Hotel,2017-05-25,2017-05-27,2017-02-12,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,15,182,102,2,5,3,0,4
20478555,M,63,Asian American,College,>100K,South,City Hotel,2017-05-25,2017-05-26,2017-03-31,1,1,0,HB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,10,240,55,1,5,3,0,2
91361220,F,47,Latino,Mid-School,<25K,East,City Hotel,2017-05-03,2017-05-04,2016-11-13,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,116,171,1,5,2,0,4
81917910,M,25,caucasian,College,50K -- 100K,South,City Hotel,2017-04-07,2017-04-08,2016-12-26,4,1,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,25,179,102,1,4,4,0,5
19268517,F,43,Asian American,College,<25K,East,Airport Hotels,2017-06-21,2017-06-22,2017-01-03,1,1,0,BB,Yes,Yes,Refundable,Online,Yes,Check-Out,Yes,20,183,169,1,6,2,0,2
25362582,F,41,caucasian,Grad,50K -- 100K,West,City Hotel,2017-06-20,2017-06-24,2017-04-29,2,3,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,154,52,4,6,1,0,5
54138773,M,46,Asian American,Grad,25K --50K,South,Airport Hotels,2017-03-28,2017-03-29,2016-09-28,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,20,220,181,1,3,1,0,2
32913379,F,58,Latino,Grad,50K -- 100K,South,City Hotel,2017-03-28,2017-03-30,2016-09-26,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,227,183,2,3,1,0,2
52228099,M,36,Latino,College,25K --50K,South,Resort,2017-03-28,2017-04-01,2017-02-18,3,1,0,BB,No,No,Refundable,Agent,Yes,Check-Out,Yes,25,156,38,4,3,1,0,4
33325769,F,48,caucasian,College,50K -- 100K,South,Airport Hotels,2017-02-11,2017-02-13,2017-02-05,1,2,0,HB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,5,146,6,2,2,5,1,3
72120302,M,66,Latino,High-School,50K -- 100K,East,Resort,2017-06-09,2017-06-10,2017-01-26,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,184,134,1,6,4,0,4
79873794,M,29,caucasian,Mid-School,<25K,East,Airport Hotels,2017-01-11,2017-01-12,2016-12-17,2,2,0,HB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,20,132,25,1,1,2,0,4
22819457,F,18,caucasian,College,50K -- 100K,East,City Hotel,2016-07-30,2016-07-31,2016-01-22,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,205,190,1,7,5,1,4
44148406,F,23,Asian American,Grad,>100K,South,City Hotel,2017-04-24,2017-04-26,2017-03-13,2,3,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,190,42,2,4,0,0,6
56458202,M,25,Asian American,College,50K -- 100K,West,City Hotel,2017-07-11,2017-07-12,2017-04-19,2,2,0,BB,No,No,Non-Refundable,Online,No,Check-Out,Yes,20,241,83,1,7,1,0,4
49405313,M,28,Asian American,College,50K -- 100K,North,City Hotel,2017-06-29,2017-07-01,2017-04-07,2,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,20,154,83,2,6,3,0,3
39198990,M,59,Latino,Mid-School,50K -- 100K,South,Resort,2017-06-21,2017-06-24,2017-05-20,1,1,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,153,32,3,6,2,0,2
52739746,M,31,African American,College,50K -- 100K,West,Resort,2017-04-21,2017-04-24,2017-04-09,2,1,0,BB,Yes,Yes,No Deposit,Online,No,Check-Out,Yes,10,108,12,3,4,4,0,3
12837892,M,41,Asian American,High-School,25K --50K,South,City Hotel,2017-06-29,2017-06-30,2017-03-17,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,5,205,104,1,6,3,0,3
76531524,M,53,caucasian,High-School,25K --50K,North,Resort,2017-07-12,2017-07-13,2017-05-28,2,1,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,30,166,45,1,7,2,0,3
47628338,M,49,caucasian,Mid-School,50K -- 100K,West,Airport Hotels,2017-05-03,2017-05-07,2017-03-29,1,3,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,40,227,35,4,5,2,0,5
36245035,M,68,African American,High-School,25K --50K,West,Airport Hotels,2017-06-16,2017-06-17,2017-04-02,1,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,20,159,75,1,6,4,0,2
4621161,F,31,African American,Mid-School,25K --50K,West,Airport Hotels,2017-04-19,2017-04-22,2016-11-06,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,192,164,3,4,2,0,4
49790347,M,43,caucasian,Grad,50K -- 100K,East,Resort,2017-06-29,2017-06-30,2016-11-21,2,1,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,20,146,220,1,6,3,0,3
26827794,M,68,caucasian,Mid-School,>100K,South,City Hotel,2017-06-26,2017-06-27,2017-03-30,1,2,1,HB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,163,88,1,6,0,0,4
77619110,M,32,Latino,Grad,25K --50K,South,Resort,2017-06-07,2017-06-09,2017-01-19,4,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,10,167,139,2,6,2,0,5
38156841,F,69,African American,High-School,>100K,South,Airport Hotels,2017-06-13,2017-06-14,2017-03-31,2,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,130,74,1,6,1,0,3
72589592,M,58,caucasian,High-School,50K -- 100K,South,Resort,2017-03-08,2017-03-10,2016-09-10,2,3,0,BB,No,No,Refundable,Agent,No,Check-Out,Yes,10,179,179,2,3,2,0,5
19348164,M,28,Asian American,Grad,>100K,South,Resort,2017-04-26,2017-04-28,2016-10-20,2,1,1,BB,Yes,Yes,No Deposit,Online,No,Check-Out,No,0,194,188,2,4,2,0,4
42996471,F,56,caucasian,College,50K -- 100K,South,Airport Hotels,2017-05-23,2017-05-25,2017-03-09,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,191,75,2,5,1,0,3
59414843,M,40,African American,Grad,25K --50K,South,Resort,2017-07-13,2017-07-14,2017-04-06,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,153,98,1,7,3,0,4
67172379,M,38,African American,College,50K -- 100K,East,Resort,2017-06-15,2017-06-17,2017-04-06,3,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,No,0,168,70,2,6,3,0,4
12483498,F,46,Latino,High-School,25K --50K,East,Resort,2017-06-15,2017-06-18,2017-01-08,2,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,102,158,3,6,3,0,4
41305806,F,47,Asian American,Grad,>100K,East,Airport Hotels,2017-06-16,2017-06-20,2017-06-05,2,1,1,BB,No,No,Refundable,Online,No,Check-Out,Yes,10,156,11,4,6,4,0,4
92774267,F,43,Asian American,College,<25K,South,City Hotel,2017-07-13,2017-07-15,2017-01-06,1,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,116,188,2,7,3,0,3
14993677,M,61,caucasian,Grad,<25K,East,City Hotel,2017-02-26,2017-02-27,2016-09-05,2,2,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,172,174,1,2,6,1,5
14692111,F,46,Asian American,Grad,50K -- 100K,South,Airport Hotels,2017-02-26,2017-02-27,2016-11-23,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,167,95,1,2,6,1,5
15146189,M,28,Asian American,Grad,25K --50K,North,Resort,2017-05-07,2017-05-08,2017-02-04,2,2,1,HB,No,No,No Deposit,Online,No,Check-Out,Yes,5,149,92,1,5,6,1,5
89740158,F,36,caucasian,Mid-School,>100K,South,City Hotel,2017-04-06,2017-04-07,2016-09-30,2,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,175,188,1,4,3,0,4
42855762,F,55,African American,College,50K -- 100K,West,Resort,2016-12-15,2016-12-19,2016-12-14,2,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,233,1,4,12,3,0,4
29557788,F,23,Latino,High-School,50K -- 100K,East,Resort,2017-02-06,2017-02-07,2016-07-21,2,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,128,200,1,2,0,0,3
47817745,F,64,African American,Mid-School,50K -- 100K,North,Resort,2017-07-10,2017-07-12,2017-06-26,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,150,14,2,7,0,0,3
4730508,M,58,caucasian,Mid-School,<25K,South,City Hotel,2017-05-22,2017-05-24,2016-10-24,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,128,210,2,5,0,0,4
4176559,M,52,Latino,High-School,50K -- 100K,West,City Hotel,2017-07-14,2017-07-15,2017-06-22,1,2,1,BB,Yes,No,Refundable,Agent,Yes,Check-Out,Yes,15,195,22,1,7,4,0,4
20745252,F,59,Asian American,College,50K -- 100K,West,Resort,2017-07-03,2017-07-04,2017-03-20,2,3,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,5,167,105,1,7,0,0,6
79864912,F,62,Latino,Mid-School,>100K,South,Resort,2017-06-11,2017-06-14,2017-02-06,2,1,1,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,10,154,125,3,6,6,1,4
75682176,M,48,African American,High-School,>100K,West,City Hotel,2017-05-29,2017-05-30,2016-12-12,1,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,130,168,1,5,0,0,4
81875976,F,69,African American,College,<25K,North,Airport Hotels,2017-05-12,2017-05-13,2017-04-21,1,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,156,21,1,5,4,0,2
59028310,F,30,Latino,Mid-School,>100K,South,Airport Hotels,2017-05-27,2017-05-31,2017-02-23,2,1,0,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,25,142,93,4,5,5,1,3
24249561,F,49,caucasian,College,25K --50K,South,Airport Hotels,2017-01-25,2017-01-29,2016-10-04,1,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,117,113,4,1,2,0,2
39216270,F,25,African American,College,>100K,South,City Hotel,2017-01-25,2017-01-29,2016-12-11,2,1,2,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,40,240,45,4,1,2,0,5
5907400,F,52,Latino,High-School,25K --50K,North,Resort,2017-02-11,2017-02-13,2016-11-17,3,1,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,30,202,86,2,2,5,1,4
19872212,F,70,caucasian,College,50K -- 100K,South,Resort,2017-03-23,2017-03-26,2016-12-15,1,2,0,HB,No,No,No Deposit,Agent,Yes,Check-Out,No,0,215,98,3,3,3,0,3
98066322,F,32,Asian American,College,<25K,South,Resort,2017-04-25,2017-04-26,2016-10-31,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,15,175,176,1,4,1,0,3
54648011,M,45,caucasian,College,25K --50K,South,City Hotel,2017-06-14,2017-06-15,2016-12-28,2,2,0,HB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,Yes,5,248,168,1,6,2,0,4
13344108,M,31,caucasian,College,25K --50K,South,Resort,2017-04-27,2017-04-28,2016-12-28,1,2,0,BB,No,No,Refundable,Direct,No,Check-Out,Yes,5,217,120,1,4,3,0,3
10827909,M,35,African American,High-School,50K -- 100K,West,Airport Hotels,2017-07-15,2017-07-16,2017-05-04,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,222,72,1,7,5,1,4
4166386,M,37,Latino,College,<25K,South,Airport Hotels,2017-07-15,2017-07-19,2017-06-05,2,2,1,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,25,151,40,4,7,5,1,5
69914542,M,19,Asian American,Mid-School,>100K,East,City Hotel,2017-07-11,2017-07-14,2016-12-14,1,1,1,BB,No,No,No Deposit,Online,No,Check-Out,No,0,106,209,3,7,1,0,3
18503270,F,18,African American,College,50K -- 100K,South,City Hotel,2017-07-03,2017-07-04,2017-02-20,2,3,1,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,5,160,133,1,7,0,0,6
96123030,F,50,Asian American,Grad,50K -- 100K,East,Airport Hotels,2017-07-15,2017-07-16,2017-06-06,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,240,39,1,7,5,1,4
92282706,M,25,caucasian,High-School,<25K,East,Airport Hotels,2017-07-15,2017-07-16,2017-02-12,3,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,205,153,1,7,5,1,5
98269724,F,25,Latino,College,50K -- 100K,East,City Hotel,2017-01-16,2017-01-17,2016-08-12,2,2,2,BB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,10,101,157,1,1,0,0,6
48881776,M,64,Asian American,High-School,<25K,South,City Hotel,2017-06-21,2017-06-25,2016-12-27,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,15,189,176,4,6,2,0,3
60346238,M,36,African American,College,>100K,South,Resort,2017-06-21,2017-06-25,2017-01-11,1,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,No,0,118,161,4,6,2,0,3
50039245,F,57,Latino,College,25K --50K,South,Resort,2016-12-28,2016-12-29,2016-09-21,2,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,135,98,1,12,2,0,5
63630522,M,21,Asian American,High-School,50K -- 100K,East,City Hotel,2017-04-01,2017-04-03,2016-10-28,3,1,0,HB,Yes,Yes,Refundable,Agent,Yes,Check-Out,Yes,10,200,155,2,4,5,1,4
32857787,M,34,caucasian,Grad,<25K,South,City Hotel,2017-04-23,2017-04-25,2016-12-20,2,2,0,HB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,15,245,124,2,4,6,1,4
43159211,M,21,Latino,College,50K -- 100K,South,Airport Hotels,2017-04-01,2017-04-03,2016-10-07,3,1,0,BB,Yes,No,No Deposit,Online,No,Check-Out,No,0,140,176,2,4,5,1,4
